id,gene_count_1,gene_count_2,gene_count_3,gene_count_4,gene_count_5,gene_count_6,gene_count_7,gene_count_8,gene_count_9,gene_count_10,gene_count_11,gene_count_12,gene_count_13,gene_count_14,gene_count_15,gene_count_16,gene_count_17,gene_count_18,gene_count_19,gene_count_20,gene_count_21,gene_count_22,gene_count_23,gene_count_24,gene_count_25,gene_count_26,gene_count_27,gene_count_28,gene_count_29,gene_count_30,gene_count_31,gene_count_32,gene_count_33,gene_count_34,gene_count_35,gene_count_36,gene_count_37,gene_count_38,gene_count_39,gene_count_40,gene_count_41,gene_count_42,gene_count_43,gene_count_44,gene_count_45,gene_count_46,gene_count_47,gene_count_48,gene_count_49,gene_count_50,gene_count_51,gene_count_52,gene_count_53,gene_count_54,gene_count_55,gene_count_56,gene_count_57,gene_count_58,gene_count_59,gene_count_60,gene_count_61,gene_count_62,gene_count_63,gene_count_64,gene_count_65,gene_count_66,gene_count_67,gene_count_68,gene_count_69,gene_count_70,gene_count_71,gene_count_72,gene_count_73,gene_count_74,gene_count_75,gene_count_76,gene_count_77,gene_count_78,gene_count_79,gene_count_80,gene_count_81,gene_count_82,gene_count_83,gene_count_84,gene_count_85,gene_count_86,gene_count_87,gene_count_88,gene_count_89,gene_count_90,gene_count_91,gene_count_92,gene_count_93,gene_count_94,gene_count_95,gene_count_96,gene_count_97,gene_count_98,gene_count_99,gene_count_100,gene_count_101,gene_count_102,gene_count_103,gene_count_104,gene_count_105,gene_count_106,gene_count_107,gene_count_108,gene_count_109,gene_count_110,gene_count_111,gene_count_112,gene_count_113,gene_count_114,gene_count_115,gene_count_116,gene_count_117,gene_count_118,gene_count_119,gene_count_120,gene_count_121,gene_count_122,gene_count_123,gene_count_124,gene_count_125,gene_count_126,gene_count_127,gene_count_128,gene_count_129,gene_count_130,gene_count_131,gene_count_132,gene_count_133,gene_count_134,gene_count_135,gene_count_136,gene_count_137,gene_count_138,gene_count_139,gene_count_140,gene_count_141,gene_count_142,gene_count_143,gene_count_144,gene_count_145,gene_count_146,gene_count_147,gene_count_148,gene_count_149,gene_count_150,gene_count_151,gene_count_152,gene_count_153,gene_count_154,gene_count_155,gene_count_156,gene_count_157,gene_count_158,gene_count_159,gene_count_160,gene_count_161,gene_count_162,gene_count_163,gene_count_164,gene_count_165,gene_count_166,gene_count_167,gene_count_168,gene_count_169,gene_count_170,gene_count_171,gene_count_172,gene_count_173,gene_count_174,gene_count_175,gene_count_176,gene_count_177,gene_count_178,gene_count_179,gene_count_180,gene_count_181,gene_count_182,gene_count_183,gene_count_184,gene_count_185,gene_count_186,gene_count_187,gene_count_188,gene_count_189,gene_count_190,gene_count_191,gene_count_192,gene_count_193,gene_count_194,gene_count_195,gene_count_196,gene_count_197,gene_count_198,gene_count_199,gene_count_200,gene_count_201,gene_count_202,gene_count_203,gene_count_204,gene_count_205,gene_count_206,gene_count_207,gene_count_208,gene_count_209,gene_count_210,gene_count_211,gene_count_212,gene_count_213,gene_count_214,gene_count_215,gene_count_216,gene_count_217,gene_count_218,gene_count_219,gene_count_220,gene_count_221,gene_count_222,gene_count_223,gene_count_224,gene_count_225,gene_count_226,gene_count_227,gene_count_228,gene_count_229,gene_count_230,gene_count_231,gene_count_232,gene_count_233,gene_count_234,gene_count_235,gene_count_236,gene_count_237,gene_count_238,gene_count_239,gene_count_240,gene_count_241,gene_count_242,gene_count_243,gene_count_244,gene_count_245,gene_count_246,gene_count_247,gene_count_248,gene_count_249,gene_count_250,gene_count_251,gene_count_252,gene_count_253,gene_count_254,gene_count_255,gene_count_256,gene_count_257,gene_count_258,gene_count_259,gene_count_260,gene_count_261,gene_count_262,gene_count_263,gene_count_264,gene_count_265,gene_count_266,gene_count_267,gene_count_268,gene_count_269,gene_count_270,gene_count_271,gene_count_272,gene_count_273,gene_count_274,gene_count_275,gene_count_276,gene_count_277,gene_count_278,gene_count_279,gene_count_280,gene_count_281,gene_count_282,gene_count_283,gene_count_284,gene_count_285,gene_count_286,gene_count_287,gene_count_288,gene_count_289,gene_count_290,gene_count_291,gene_count_292,gene_count_293,gene_count_294,gene_count_295,gene_count_296,gene_count_297,gene_count_298,gene_count_299,gene_count_300
11,0,0,8,0,0,0,0,0,0,0,2,28,0,0,4,0,0,13,0,5,2,0,2,0,0,19,0,0,0,4,1,1,11,1,0,0,21,448,0,0,2,0,0,0,0,83,191,0,0,11,2,0,0,0,0,0,1,0,15,9,24,0,12,0,0,0,36,0,0,0,0,0,0,5,88,1,19,9,0,0,0,0,5,0,0,0,21,0,0,5,1,0,0,0,0,7,47,0,0,12,0,0,26,20,0,8,8,1,0,0,16,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,1,73,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,143,3,82,0,0,0,0,0,0,0,3,10,1,0,0,0,1,8,119,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,5,0,0,0,0,46,3,41,0,0,0,1,0,0,0,0,4,0,3,0,0,0,0,0,48,0,1,0,0,6,0,0,3,301,0,0,9,0,298,45,0,4,0,0,5,0,0,29,0,6,12,0,0,0,0,2,0,29,0,2,66,0,0,195,4,1,12,0,15,32,196,1,0,0,83,0,0,0,0,0,0,54,0,11,0,0,3,14,5,10,0,0,4,0,0,1,0,17,0,7,0,0,41,0
12,0,1,4,2,1,0,0,132,0,0,19,0,0,0,0,0,0,13,0,6,3,0,11,0,0,0,3,0,0,10,1,0,0,0,4,0,26,508,0,0,12,0,0,1,0,0,102,0,18,9,0,0,1,3,0,0,0,17,13,0,21,4,0,0,0,1,0,10,1,1,0,0,41,0,0,2,22,3,0,0,0,2,0,0,0,0,19,2,0,0,1,2,1,0,39,5,18,0,13,0,0,0,40,11,0,2,0,0,5,2,15,0,0,0,0,0,0,5,0,6,0,0,0,2,0,2,0,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,6,2,0,0,3,0,0,7,3,0,0,0,0,5,32,6,4,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,13,8,3,0,0,4,0,0,0,0,0,0,24,5,0,0,0,0,0,0,119,0,1,0,0,0,11,0,12,0,0,6,0,0,7,118,5,0,215,0,0,5,5,363,72,0,0,4,0,0,0,0,34,0,0,8,0,0,0,0,2,0,0,0,1,88,0,39,0,6,2,0,2,12,35,202,7,0,0,0,0,0,0,0,0,253,0,0,0,128,0,3,11,0,0,16,0,0,0,11,1,5,0,0,0,0,0,44,0
13,0,0,3,0,1,0,1,217,0,0,3,0,0,0,0,0,0,4,0,3,3,0,5,0,0,0,2,0,0,5,0,0,0,0,1,0,24,0,0,0,3,1,21,1,0,42,72,0,15,9,0,0,0,1,0,0,0,9,0,0,87,3,0,0,0,0,0,0,3,4,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,7,0,0,23,17,29,0,0,0,0,0,13,15,0,3,0,0,2,4,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,6,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,25,0,3,9,1,0,0,1,4,0,7,0,0,0,0,0,5,76,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3,0,0,1,0,6,0,2,0,0,18,14,0,0,0,16,0,0,186,0,0,1,0,0,5,0,17,0,4,3,4,0,5,0,0,0,159,410,0,2,2,306,39,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,86,0,75,0,2,2,0,2,24,48,227,5,0,0,0,1,0,0,0,0,305,0,0,3,59,0,7,8,0,0,10,0,0,0,0,3,4,0,0,13,0,0,5,0
14,0,0,3,1,0,0,0,308,0,0,4,0,0,0,0,0,0,8,0,7,4,0,3,0,0,0,4,0,0,1,0,0,0,0,1,0,22,558,0,0,2,0,0,2,0,0,77,0,38,10,0,0,2,4,0,0,0,12,5,0,50,1,0,0,0,1,0,0,4,1,0,0,28,3,0,1,23,4,0,0,0,4,0,0,0,0,19,3,0,0,4,11,2,0,19,8,24,0,4,0,0,0,42,28,0,3,0,2,2,1,19,0,0,0,0,0,0,7,0,1,0,0,0,1,0,7,0,0,6,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,16,2,0,0,0,0,0,1,2,1,0,0,0,0,27,2,0,3,0,0,0,1,0,0,0,0,0,0,1,4,0,0,14,8,2,0,0,5,0,0,2,2,0,0,28,4,0,0,1,0,0,0,94,0,2,1,10,0,4,0,31,0,0,3,2,0,2,180,4,0,194,0,0,5,12,152,42,0,0,2,0,0,0,1,18,0,0,3,0,0,0,0,1,0,0,0,2,158,4,48,0,2,7,0,0,25,34,232,4,0,0,0,0,0,0,0,0,321,0,0,11,128,0,6,9,0,0,20,0,0,0,24,2,6,0,0,0,0,0,13,0
15,0,0,5,3,0,0,1,98,0,0,17,0,0,0,0,0,0,11,0,13,4,0,7,0,0,0,7,0,0,3,0,0,0,1,2,0,24,510,0,0,5,0,0,0,0,0,78,0,5,12,0,0,2,0,0,0,0,15,0,0,41,1,0,0,0,0,0,5,2,0,0,0,34,0,0,2,4,5,0,0,0,14,0,0,0,0,14,3,0,0,1,3,3,0,21,14,9,0,10,0,0,0,14,12,0,4,0,4,2,1,14,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,5,0,0,0,2,0,0,6,1,0,0,0,0,6,61,0,4,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,43,5,2,0,0,1,0,0,2,0,0,0,45,11,0,0,0,0,0,0,126,0,2,3,1,0,11,0,9,0,0,1,1,0,4,8,13,0,297,0,0,4,7,321,91,0,0,0,0,0,0,1,11,0,0,9,0,0,0,0,0,0,0,0,1,48,0,31,0,3,0,0,1,7,27,137,0,0,1,0,1,0,0,0,0,246,0,0,10,134,0,6,6,0,0,9,0,0,0,11,3,2,0,0,0,0,0,36,0
16,0,0,8,0,1,0,0,145,0,0,48,0,0,0,0,0,0,3,0,24,4,0,3,0,0,0,3,0,0,6,1,0,0,0,2,0,49,391,0,0,4,1,0,1,0,0,89,0,9,7,0,1,0,0,0,0,0,19,2,0,62,1,0,0,0,2,0,0,4,4,0,0,38,0,0,1,13,7,0,0,0,21,0,0,0,0,20,2,0,0,3,2,2,0,48,7,35,0,2,0,0,0,11,3,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,8,0,0,0,0,14,0,16,0,0,0,0,0,1,33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,2,0,0,3,0,0,0,4,0,0,73,18,0,0,1,0,0,0,145,0,0,1,4,0,4,0,9,0,0,3,0,0,4,135,0,0,209,0,0,4,5,308,108,0,0,0,0,0,0,0,14,0,0,10,0,0,0,0,3,0,0,1,2,180,1,71,0,6,6,0,2,12,33,216,3,0,0,0,2,0,0,0,0,350,0,0,14,93,0,2,17,0,0,18,0,0,0,0,1,7,0,0,0,0,0,22,0
17,0,0,10,0,1,0,0,163,0,0,26,0,0,0,0,0,0,14,0,15,3,0,8,0,0,0,8,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,18,1,0,8,225,0,10,9,0,0,0,1,0,0,0,23,0,0,52,1,0,0,0,4,0,0,3,7,0,0,44,8,0,1,0,0,0,0,0,0,0,0,0,0,35,9,2,0,1,1,0,0,18,14,25,0,14,0,0,0,38,0,0,0,0,0,2,4,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,1,0,0,0,0,0,26,0,1,13,1,0,0,0,11,0,10,0,0,0,0,0,8,97,0,2,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,12,1,0,0,2,0,2,2,0,0,0,51,16,0,0,0,13,0,0,135,0,0,0,0,0,5,0,7,0,17,2,2,0,6,104,0,0,192,567,0,5,7,250,93,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,0,34,0,17,0,3,0,0,4,18,40,112,0,0,0,0,1,0,0,0,0,245,0,0,12,41,0,1,14,0,0,12,0,0,0,0,2,5,0,0,6,0,0,34,0
18,0,0,7,0,1,24,0,174,0,7,11,0,0,0,0,0,0,13,18,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,24,280,0,0,0,1,0,2,0,0,123,0,16,3,0,0,1,1,0,0,0,13,17,0,50,0,0,0,0,0,0,3,5,0,0,11,42,0,304,0,8,7,19,0,9,11,0,0,0,10,11,3,0,4,4,3,4,0,36,9,27,0,2,0,0,0,17,15,0,13,0,1,1,1,18,0,0,0,0,16,15,10,0,7,0,0,0,2,0,6,0,0,6,0,0,0,0,0,10,2,0,4,0,0,0,0,116,0,68,0,0,0,0,227,4,11,37,0,0,195,4,64,2,5,0,0,0,0,18,0,2,4,2,0,2,0,2,67,1,2,0,0,0,25,8,0,0,0,6,0,0,9,0,6,14,14,8,0,0,0,1,0,0,0,10,0,0,78,7,0,880,0,12,0,0,123,0,3,3,2,13,9,0,17,63,0,3,6,2,13,40,11,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,19,0,0,12,1,0,0,0,2,0,0,0,2,0,0,0,58,5,3,5,3,7,61,146,0,0,0,0,0,0,0,0,0,310,0,0,11,75,0,0,0,3,0,23,0,0,0,8,4,8,0,0,0,0,0,25,0
19,0,0,2,0,0,0,0,338,0,0,29,0,0,0,0,0,0,15,48,8,3,0,5,0,0,0,2,0,0,4,0,0,0,0,3,0,23,497,0,0,4,0,20,0,0,0,189,0,9,6,0,0,2,4,0,0,0,15,1,0,13,0,0,0,0,1,0,9,4,1,0,0,36,0,0,2,19,3,0,0,0,7,0,0,0,0,20,2,0,0,3,8,3,0,42,17,23,0,10,0,0,0,37,14,0,4,0,1,1,6,41,0,0,0,0,0,0,6,0,6,0,0,0,0,0,7,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,2,0,0,3,0,0,7,0,0,0,0,0,2,70,3,1,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,37,8,1,0,0,8,0,0,2,1,0,0,44,10,0,0,2,0,0,0,59,0,0,1,0,0,9,0,34,0,0,3,2,0,6,22,5,0,104,0,0,3,4,361,112,0,0,4,0,0,0,0,30,0,0,2,0,0,0,0,3,0,0,0,0,41,3,77,227,8,0,0,0,18,45,149,4,0,0,0,0,0,0,0,0,476,0,0,8,0,0,2,15,0,0,14,0,0,0,16,1,0,0,0,0,0,0,55,0
20,0,0,1,0,0,0,0,131,0,0,29,0,0,0,0,0,0,16,0,4,2,0,4,0,0,0,2,0,0,5,0,0,0,0,1,0,0,0,0,0,6,0,11,0,0,0,109,0,9,6,0,1,3,7,0,0,0,31,11,0,40,1,0,0,0,5,0,0,1,4,0,0,71,13,0,1,9,0,0,0,0,18,0,0,0,0,23,1,0,0,0,1,2,0,45,12,10,0,4,0,0,0,13,0,0,0,0,0,1,3,25,0,0,0,0,0,0,4,0,6,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,12,2,0,0,0,21,0,11,3,4,0,0,0,6,112,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,1,0,0,4,0,10,1,0,0,0,66,2,0,0,1,9,0,0,90,0,4,0,0,0,11,0,39,0,23,1,0,0,5,83,0,0,321,857,0,12,5,272,125,0,0,4,0,0,4,0,0,0,0,9,0,0,0,0,2,0,0,0,0,76,0,39,0,8,1,0,3,33,39,96,4,0,0,0,1,0,0,0,0,520,0,0,6,167,0,2,20,0,0,14,0,0,0,0,2,4,0,0,2,0,0,41,0
21,0,0,1,0,0,0,0,201,0,0,22,0,0,0,0,0,0,5,0,5,2,0,19,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,4,0,0,13,130,0,14,9,0,0,2,3,0,0,0,21,0,0,43,1,0,0,0,1,0,0,4,3,0,0,19,9,0,1,0,0,0,0,0,0,0,0,0,0,27,6,0,0,1,3,0,0,36,12,19,0,0,0,0,0,13,0,0,7,0,0,1,4,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,10,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,24,0,1,8,2,0,0,0,14,0,2,0,0,0,0,0,5,157,1,1,1,0,0,0,4,0,0,0,0,0,1,10,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,30,12,0,0,0,14,0,0,190,0,0,0,0,0,7,0,15,0,12,0,4,0,13,26,0,0,289,729,0,4,6,353,18,0,0,0,0,0,6,1,0,0,0,3,0,0,0,0,1,0,0,0,0,75,0,44,0,1,0,0,0,18,69,129,1,0,0,0,0,0,0,0,0,336,0,0,3,47,0,3,9,0,0,6,0,0,0,13,7,9,0,0,3,0,0,78,0
22,0,1,10,3,1,0,0,112,0,0,47,0,0,0,0,0,0,6,0,7,3,0,12,0,0,0,4,0,0,3,1,0,0,0,5,0,28,373,0,0,5,0,0,0,0,0,211,0,9,0,0,0,0,1,0,0,0,5,1,0,25,0,0,0,0,2,0,9,3,0,0,0,55,0,0,2,19,4,0,0,0,7,0,0,0,0,36,3,0,0,0,0,1,0,30,9,34,0,3,0,0,0,20,13,0,3,0,0,3,2,10,0,0,0,0,0,0,9,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,5,0,0,0,2,0,0,5,2,0,0,0,0,0,75,5,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,10,2,0,0,5,0,4,1,0,0,0,23,22,0,0,5,0,0,0,71,0,1,4,7,0,8,0,40,0,0,3,1,0,1,6,14,0,207,0,0,3,10,367,57,0,0,1,0,0,0,1,20,0,0,8,0,0,0,0,0,0,0,1,0,185,1,35,0,12,3,0,3,15,49,339,0,0,0,0,0,0,0,0,0,455,0,0,2,80,0,3,19,0,0,24,0,0,0,12,0,7,0,0,8,0,0,44,0
23,3,0,0,0,0,17,0,183,4,0,0,43,0,11,0,0,1,0,0,0,0,57,0,0,0,8,2,0,1,11,1,0,13,0,0,0,58,455,0,83,0,0,16,1,0,0,0,0,19,0,2,0,2,0,2,0,2,0,0,4,47,4,0,0,59,0,0,0,0,0,4,0,29,0,500,1,6,6,0,1,0,12,3,146,0,8,0,0,0,2,0,5,2,0,27,13,0,2,8,24,0,0,0,5,12,4,2,0,2,0,27,0,0,0,1,0,42,2,0,5,0,0,14,0,0,0,4,0,0,0,2,9,3,0,15,0,0,0,1,9,4,0,20,0,74,0,8,14,0,243,0,28,48,1,12,309,0,0,2,0,0,0,19,0,12,2,0,0,0,0,0,6,0,0,0,3,0,1,0,42,0,0,43,1,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,2,27,0,0,1290,3,0,0,2,0,0,0,0,3,0,9,4,0,66,0,5,0,0,5,36,8,0,0,0,1,0,0,0,0,0,0,0,0,32,7,0,30,8,8,0,0,0,7,49,0,0,19,0,0,129,1,0,346,4,1,10,2,0,56,0,0,0,0,114,0,16,0,30,2,0,35,0,0,0,0,0,24,0,0,26,0,2,0,16,0,1,13,0,13,51,0,0,0
24,0,1,5,3,0,0,0,206,0,11,0,59,0,5,0,0,0,13,0,0,5,0,0,0,0,0,8,1,0,3,2,0,0,0,1,0,0,323,0,0,0,1,9,0,0,0,0,0,21,15,0,0,0,3,0,4,0,7,0,2,29,3,0,0,0,0,0,0,0,0,1,0,40,0,541,2,12,8,11,0,17,0,3,0,0,1,16,3,0,0,5,12,0,0,0,0,0,0,0,8,4,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,31,6,0,2,0,0,0,3,0,5,0,0,0,0,2,0,0,3,0,3,0,8,0,14,0,0,31,0,26,60,19,0,0,48,1,0,32,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,1,0,11,3,58,0,4,0,3,7,0,3,0,0,0,4,0,2,0,0,0,1,0,7,2,20,0,4,0,7,3,1,0,4,38,14,0,0,1,13,4,4,158,5,0,0,0,20,0,0,23,74,0,2,0,0,10,0,0,4,273,0,0,0,4,330,0,2,0,0,0,0,4,0,32,0,0,8,0,0,0,0,5,0,0,0,0,106,0,65,0,2,0,0,0,8,0,81,0,0,0,0,0,27,1,42,5,0,0,0,0,0,0,0,0,0,0,17,0,3,0,6,0,0,20,0,3,0,0,0,2
25,0,0,0,0,1,10,0,0,0,7,0,51,0,2,4,2,0,0,29,0,4,64,0,0,0,7,0,1,0,1,3,0,9,0,0,0,20,387,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,6,3,0,0,4,0,0,7,0,0,0,85,5,0,0,2,10,0,0,0,0,10,8,12,0,3,14,5,0,35,5,13,0,0,5,0,0,2,76,0,0,0,2,0,9,0,0,0,16,35,4,2,1,0,0,34,0,1,0,0,10,21,0,24,0,11,0,0,0,0,6,1,0,0,98,0,17,4,1,15,2,9,0,2,0,2,0,128,1,22,0,0,0,0,0,0,18,43,1,0,223,0,62,3,6,0,0,0,0,0,6,0,2,0,0,3,2,0,153,0,0,1,2,26,61,0,0,56,0,7,0,0,0,0,14,0,5,0,0,15,5,0,0,0,0,5,23,8,0,0,0,880,2,0,1,2,0,6,4,3,8,38,12,11,0,67,0,0,1,0,6,0,4,4,0,889,0,0,0,0,0,2,7,1,2,25,0,0,22,7,22,0,0,27,2,15,0,0,42,0,2,0,0,0,292,0,3,6,0,13,43,0,0,0,0,0,0,24,6,40,1,0,50,2,0,31,0,0,16,14,8,0,2,1,0,9,0,0,19,0,0,55,0,49,6
26,0,0,7,0,0,0,0,211,0,0,12,44,0,0,0,0,0,15,0,7,4,0,9,0,0,0,8,0,0,20,2,0,0,0,3,0,0,239,0,0,5,0,0,1,0,0,0,0,30,8,0,0,2,1,0,3,0,14,0,0,42,0,0,0,0,2,0,16,3,0,0,0,63,9,0,1,15,4,0,0,0,6,0,0,0,0,10,5,0,0,1,2,1,0,37,0,16,0,1,0,0,0,18,0,0,4,0,4,2,2,21,0,0,0,0,0,0,1,0,7,0,0,0,1,0,8,0,0,4,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,1,1,0,13,0,0,0,11,0,6,0,0,0,3,37,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,13,2,0,0,3,0,0,1,1,0,0,72,4,0,0,1,5,0,0,57,0,3,0,0,0,9,0,20,0,0,4,1,0,0,41,13,0,229,557,0,2,8,368,75,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,6,0,0,0,0,90,0,28,0,2,4,0,2,15,25,114,3,0,0,0,1,0,0,0,0,404,0,0,0,123,0,3,17,0,0,11,0,0,0,5,3,10,0,0,0,24,0,11,0
27,0,2,5,1,0,0,0,232,0,0,1,0,0,0,0,0,0,11,0,5,5,0,8,0,0,0,5,0,0,11,0,0,0,0,2,0,30,398,0,0,3,1,0,2,0,0,75,0,7,4,0,1,0,1,0,0,0,12,6,0,53,0,0,0,0,1,0,0,0,2,0,0,86,0,0,1,12,6,0,0,0,16,0,0,36,0,18,4,0,0,2,3,6,0,13,7,14,0,9,0,0,0,33,0,0,3,0,0,2,1,13,0,0,0,0,0,0,3,0,6,0,0,0,1,0,7,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,15,0,0,0,2,0,0,10,0,1,0,0,0,2,64,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,10,0,0,0,0,0,0,1,2,0,0,28,10,0,0,1,0,0,0,167,0,1,1,0,0,7,0,30,0,0,3,1,0,13,76,9,0,292,0,0,1,7,259,58,0,0,1,0,0,0,0,23,0,0,4,0,0,0,0,0,0,0,0,0,103,0,40,0,2,2,0,1,14,41,307,10,0,0,0,1,0,0,0,0,495,0,0,11,132,0,3,14,0,0,2,0,0,0,12,2,1,0,0,0,0,0,27,0
28,0,0,0,0,1,0,0,112,0,0,14,0,0,0,0,0,0,11,0,2,0,0,3,0,0,0,1,0,0,9,0,0,7,0,3,0,49,0,0,0,8,0,0,0,0,43,89,0,0,12,0,0,1,2,0,0,0,20,1,0,34,0,0,0,0,3,0,15,3,0,0,0,19,0,0,1,11,0,0,0,0,6,0,0,0,0,24,7,0,0,3,4,1,0,48,9,45,0,9,0,0,0,26,0,0,2,0,6,1,5,24,0,0,0,0,0,0,9,0,6,0,0,0,2,0,5,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,4,0,0,0,1,0,0,4,4,7,0,0,0,8,62,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,0,6,1,0,0,5,0,0,1,1,0,0,31,11,0,0,2,0,0,0,68,0,2,2,1,0,7,0,24,0,0,4,3,0,4,97,17,0,316,694,0,4,6,202,75,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,182,1,30,0,3,4,0,2,8,61,186,3,0,1,0,1,0,0,0,0,544,0,0,7,84,0,3,15,0,0,16,0,0,0,0,3,9,0,0,0,0,0,25,0
29,0,0,2,0,0,0,1,132,0,0,37,0,0,0,0,0,0,18,0,0,2,44,5,0,0,0,4,0,0,3,0,0,0,0,5,0,26,0,1,0,3,0,15,4,0,0,0,0,26,12,0,0,1,3,0,0,0,28,0,0,63,3,0,0,0,0,0,8,5,6,0,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,21,3,1,0,3,0,8,0,23,11,25,0,8,0,0,0,4,19,0,3,0,0,0,6,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0,0,3,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,9,0,1,3,0,0,0,0,16,0,8,3,0,0,0,0,1,100,4,4,2,0,0,0,1,1,0,1,0,0,0,15,2,0,0,0,7,2,0,0,8,0,0,1,0,0,0,51,15,0,0,2,0,0,0,74,0,0,0,0,0,10,2,24,0,16,5,5,0,3,71,0,0,297,456,0,2,7,464,54,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,207,2,40,0,7,0,0,3,8,55,77,3,0,0,0,0,0,0,0,0,409,0,0,7,104,0,6,15,6,0,23,0,1,0,15,2,6,0,0,0,0,0,63,0
